;document_no;cominant_topic;topic_perc_contrib;keywords;tokens
1788;1788;1;0.3099;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['ministre', 'affaire', 'etrangeres', 'serguei', 'lavrov', 'arrive', 'turquie', 'evoquera', 'possibilite', 'exporter', 'recoltes', 'bloquees', 'port', 'demande', 'onu', 'explication', 'image']
1789;1789;3;0.35;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['envie', 'debloquer', 'port', 'uniquement', 'accompagnement', 'securitaire', 'tres', 'fort', 'odessa', 'ville', 'portuaire', 'station', 'balneaire', 'inquietude', 'monte', 'face', 'creation', 'couloir', 'maritime', 'exportation', 'cereales', 'gullivercragg']
1790;1790;3;0.3186;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['dodon', 'denonce', 'volonte', 'atlantiste', 'dissoudre', 'moldavie', 'roumanie', 'utilisant', 'scenario', 'ainsi', 'otan', 'controlerait', 'territoire', 'lire', 'analyse', 'ici']
1791;1791;0;0.2491;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['faut', 'armer', 'massivement', 'puisse', 'non', 'seulement', 'defendre', 'aussi', 'repousser', 'totalement', 'ennemi', 'pourquoi', 'encore', 'reticences', 'apparemment', 'ici', 'cote', 'allemand', 'plus', 'temps', 'etre', 'consequents']
1792;1792;3;0.3106;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['region', 'iledefrance', 'vote', 'mai', 'dernier', 'plusieurs', 'resolutions', 'faveur', 'soutien', 'financier', 'moral', 'permis', 'debloquer', 'total', 'aide', 'urgence', 'ajoutent', 'euro', 'deja', 'vote', 'mar', 'dernier']
1793;1793;3;0.3597;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['etaient', 'etudiants', 'fui', 'vecu', 'meme', 'drame', 'connaissent', 'memes', 'traumatisme', 'maintenant', 'gouvernement', 'expulse', 'mettant', 'peril', 'avenir', 'loin', 'grand', 'discours', 'accueil', 'refugies', 'violence']
1794;1794;1;0.2707;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['matin', 'cote', 'stefanishynao', 'vice', 'premiere', 'ministre', 'excellence', 'omelchenkovadym', 'ambassadeur', 'france', 'gare', 'triage', 'villeneuve', 'saint', 'georges', 'entrepot', 'centralisation', 'don', 'destines']
1795;1795;1;0.3509;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['prix', 'ble', 'dont', 'assuraient', 'commerce', 'mondial', 'augmente', 'an', 'sebastien', 'abis', 'revient', 'menace', 'crise', 'alimentaire', 'contexte', 'tension', 'geopolitiques', 'trouble', 'climatiques']
1796;1796;3;0.3924;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['menee', 'gros', 'choc', 'economie', 'mondiale', 'perspectiveseconomiques', 'prevoient', 'croissance', 'mondiale', 'ralentira', 'fortement', 'atteindre', 'amp', 'contre', 'an', 'dernier']
1797;1797;1;0.2853;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['cellule', 'cellule', 'mauvais', 'traitement', 'violence', 'repression', 'continue', 'belarus', 'ombre', 'dernier', 'article', 'ceuropecentrale']
1798;1798;3;0.4799;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['bombardement', 'absurde', 'continuent', 'ville', 'gorlovka', 'vu', 'hier', 'mort', 'civil', 'fauche', 'artillerie', 'ukrainien', 'juin', 'derniere', 'bombardait', 'nouveau', 'centre', 'ville', 'donetsk', 'detruisant', 'garage', 'automobile', 'ukrainianshelling', 'terror']
1799;1799;1;0.3383;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['crime', 'appelle', 'action', 'dirigeant', 'oublient', 'sans', 'cesse', 'horreur', 'absolue', 'premieres', 'annees', 'siecle', 'bien', 'detournement', 'regard', 'crime', 'tchetchenie', 'syrie', 'georgie', 'mali']
1800;1800;1;0.3223;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['reseau', 'francais', 'cci', 'pleinement', 'solidaire', 'ccifrance', 'octroie', 'aide', 'exceptionnelle', 'kyivcci', 'soutenir', 'personnel', 'cci', 'action', 'aupres', 'entreprise', 'eurochambres', 'stefanishynao', 'ukrinfra', 'ucci', 'ua', 'france']
1801;1801;3;0.2925;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['sergueilavrov', 'demande', 'volodymyrzelensky', 'retirer', 'mine', 'port', 'mernoire', 'laisser', 'partir', 'million', 'tonne', 'ble', 'refuse', 'sans', 'garantie', 'peur', 'debarquement', 'armeerusse', 'odessa']
1802;1802;1;0.3527;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['dialogue', 'securite', 'alimentaire', 'mediterranee', 'initiative', 'europeenne', 'farm', 'france', 'ue', 'solidaires', 'pays', 'mediterranees', 'voisin', 'ue', 'exposes', 'consequences', 'alimentaires', 'mincolonna']
1803;1803;3;0.2683;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['dissident', 'kherson', 'violemment', 'torture', 'fheisbourg', 'hpujadas', 'lci']
1804;1804;0;0.328;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['logique', 'inflationniste', 'etait', 'bien', 'avant', 'faut', 'dire', 'gens', 'disent', 'faut', 'lacher', 'inflation', 'arrete', 'parce', 'garanti', 'cela', 'produira', 'phdessertine', 'economie']
1805;1805;3;0.274;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['guerre', 'toujours', 'femme', 'deviennent', 'heroines', 'anna', 'revient', 'ecole', 'bombardee', 'signe', 'resistance', 'mets', 'robe', 'achetee', 'jour', 'devait', 'recevoir', 'diplome', 'photo', 'jour']
1806;1806;0;0.2309;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['manifestation', 'pari', 'soutien']
1807;1807;3;0.3203;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['jamais', 'prix', 'carburant', 'ete', 'aussi', 'eleve', 'francais', 'paient', 'tres', 'cher', 'surenchere', 'faiblesse', 'gouvernement', 'devant', 'speculation', 'compagnie', 'petrolieres', 'urgence', 'reprendre', 'main', 'chose']
1808;1808;3;0.3337;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'vague', 'sans', 'precedent', 'faim', 'misere', 'craint', 'antonio', 'guterres']
1809;1809;0;0.2277;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['cereales', 'autre', 'arme', 'prend', 'cereales', 'cultivees', 'territoire', 'occupe', 'moment', 'explique', 'gullivercragg', 'correspondant', 'france', 'kiev', 'integralite', 'emission']
1810;1810;3;0.3462;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['emouvant', 'retrouver', 'oleksandr', 'markushyn', 'maire', 'irpin', 'rencontre', 'quelques', 'jour', 'apres', 'liberation', 'ville', 'decouverte', 'horreur', 'armee', 'emouvant', 'egalement', 'rencontrer', 'mykhailyna', 'skoryk', 'maire', 'adjoint', 'boutcha', 'standwithukraine']
1811;1811;3;0.3007;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['mieux', 'pretendre', 'documenter', 'exaction', 'appuyer', 'vrai', 'temoignages', 'plutot', 'affabulation', 'sudradio', 'adrienbocquet', 'fakenews', 'info', 'desintox', 'artefr', 'minute']
1812;1812;2;0.3716;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['stefanishynao', 'vice', 'premiere', 'ministre', 'pari', 'promouvoir', 'statut', 'candidat', 'ue', 'point', 'lequel', 'charte', 'ukrainestand', 'propose', 'candidat', 'legislative', 'engager', 'franceukrainesolidarite']
1813;1813;0;0.2651;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ministere', 'defense', 'accuse', 'kiev', 'avoir', 'brule', 'tonne', 'cereales', 'carrement', 'crime', 'inhumain', 'ici', 'vladimir', 'poutine', 'exportation', 'cereales', 'depuis', 'pleine', 'forme', 'Monsieur', 'media', 'soumis', 'disent', 'cancereux', 'bla', 'bla', 'bla']
1814;1814;3;0.3186;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['prend', 'nouveau', 'territoire', 'pratiquement', 'chaque', 'semaine', 'pourtant', 'media', 'occidental', 'font', 'croire', 'contraire', 'progression', 'lente', 'sure']
1815;1815;1;0.3249;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['pfue', 'mincolonna', 'ouvrira', 'juin', 'conference', 'iss', 'role', 'paysage', 'geopolitique', 'bouleverse', 'securite', 'amp', 'defense', 'europeennes', 'horizon', 'place', 'monde', 'boussole', 'strategique']
1816;1816;0;0.3041;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['thread', 'syrie', 'macron', 'realpolitik', 'debut', 'er', 'mandat', 'macron', 'etions', 'nombreux', 'inquieter', 'politique', 'president', 'vis', 'vis', 'poutine', 'rencontre', 'versailles', 'bregancon', 'volonte', 'president', 'ouvrir', 'nouvelle', 'page', 'poutine']
1817;1817;0;0.3772;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['idee', 'humiliation', 'chose', 'moins', 'original', 'entendue', 'pays', 'depuis', 'plus', 'an', 'cela', 'fait', 'an', 'parle', 'humiliation', 'merci', 'stefsiohan', 'cet', 'juste', 'rappel']
1818;1818;0;0.4648;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['comme', 'mentor', 'va', 'bhl', 'enthoven', 'fait', 'commerce', 'philosophie', 'wish', 'fait', 'deglinguer', 'pensee', 'courte', 'provoquee', 'rappelons', 'otan', 'zelensky', 'notamment', 'genocide', 'russe', 'dombass', 'regiment', 'nazi', 'azov']
1819;1819;0;0.3426;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ramzan', 'kadyrov', 'adresse', 'monde', 'batail', 'menee', 'monde', 'gens', 'trad', 'relig', 'valeur', 'familial', 'contre', 'adep', 'satan', 'permissiv', 'gratif', 'const', 'nbx', 'pays', 'peuple', 'soutien', 'massivem']
1820;1820;0;0.281;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['faut', 'savoir', 'matin']
1821;1821;3;0.3462;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['realite', 'conflit', 'militaire', 'ukraina', 'celle', 'servie', 'plateau', 'tv', 'media', 'dominants', 'image', 'abattu', 'nuit', 'ligne', 'front', 'ukrainien', 'donbass', 'severodonetsk']
1822;1822;3;0.3478;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['aucun', 'changement', 'notable', 'front', 'hier', 'journee', 'encore', 'ete', 'marquee', 'offensive', 'bombardement', 'differents', 'secteur', 'front']
1823;1823;3;0.368;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['temoignages', 'rares', 'soldat', 'ukrainien', 'colere', 'contre', 'civil', 'evacuent', 'empechent', 'combattre', 'efficacement', 'donbass', 'infofrance', 'franceinfo', 'edelevoye', 'photosath', 'harold', 'hh']
1824;1824;3;0.3336;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['enfin', 'oublions', 'sort', 'ukrainien', 'vivant', 'sou', 'occupation', 'resistance', 'organise', 'zone', 'envahies', 'occupees', 'prepare', 'action', 'juin', 'jour']
1825;1825;3;0.3006;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['alors', 'gestation', 'autrui', 'illegale', 'france', 'draine', 'meres', 'porteuse', 'ver', 'hexagone', 'elles', 'accouchent', 'association', 'juriste', 'enfance', 'denonce', 'situation', 'gpa', 'stopgpa', 'via', 'fchretienne']
1826;1826;3;0.3478;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['belarus', 'continue', 'gesticulation', 'mobiliser', 'force', 'ukr', 'loin', 'offensive', 'ru', 'regime', 'loukachenko', 'parfaitement', 'joue', 'role', 'complice', 'poutine']
1827;1827;3;0.4031;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['armee', 'ukr', 'aussi', 'mobilise', 'tous', 'materiels', 'ici', 'blinde', 'btr', 'mv', 'prototype', 'presente', 'exposition', 'engage', 'front', 'rumeur', 'cote', 'ru', 'font', 'etat', 'engagement', 'prochain', 'nouveau', 'tank', 'armata', 'suivre']
1828;1828;3;0.4765;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['parmi', 'soldat', 'force', 'speciales', 'ru', 'veteran', 'ete', 'engage', 'operations', 'euromaidan', 'intervention', 'russe', 'parmi', 'snipers', 'maidan', 'etait', 'fortement', 'soupconnee']
1829;1829;1;0.339;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['pari', 'participer', 'conference', 'iss', 'role', 'monde', 'discussion', 'prevues', 'diplomate', 'senateurs', 'think', 'tanker', 'entreprise', 'francaises', 'journaliste', 'continuons', 'excellent', 'dialogue', 'entre', 'euiss', 'years']
1830;1830;3;0.5313;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['chaque', 'jour', 'depuis', 'debut', 'deux', 'enfant', 'meurent', 'million', 'desormais', 'refugies', 'million', 'survivent', 'parfois', 'sans', 'eau', 'ni', 'electricite', 'desastre', 'ampleur', 'jamais', 'vue', 'europe', 'depuis', 'seconde', 'mondiale']
1831;1831;0;0.3263;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['trois', 'britannique', 'marocain', 'detenus', 'separatistes', 'pro', 'russe', 'risquent', 'peine', 'mort']
1832;1832;3;0.3335;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['excellent', 'fil', 'constat', 'similaire', 'theme', 'paix', 'parfois', 'repris', 'compte', 'apparemment', 'favorables', 'kyiv', 'derniere', 'ruse', 'propagande', 'douce', 'kremlin', 'retrouve', 'plateau', 'television', 'portee', 'putinversteher', 'connu']
1833;1833;0;0.2229;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['sourcesdiplomatiques', 'episode', 'sanction', 'faire', 'plier', 'poutine', 'alors', 'adopte', 'paquet', 'sanction', 'mincolonna', 'dantoine', 'rapaggio', 'amp', 'peyrat', 'emmenent', 'coulisse', 'negociation']
1834;1834;0;0.3273;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['alors', 'demandait', 'depuis', 'bientot', 'an', 'application', 'accord', 'minsk', 'reglement', 'pacifique', 'ete', 'deliberement', 'poussee', 'corde', 'milliardaire', 'enrichissent', 'quand', 'sang', 'ukrainien', 'coule']
1835;1835;2;0.2831;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['apres', 'avoir', 'dit', 'fallait', 'donner', 'plus', 'argent', 'puis', 'avoir', 'autorise', 'acheter', 'petrole', 'venezuela', 'etats', 'uni', 'font', 'pression', 'europeens', 'contrions', 'chine', 'ue', 'protectorat', 'us']
1836;1836;0;0.2884;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['tres', 'bon', 'echanges', 'mincolonna', 'perspective', 'excellent', 'partenariat', 'strategique', 'cooperation', 'sein', 'ue', 'amp', 'otan', 'conflit', 'amp', 'consequences', 'inclus', 'assistance', 'amp', 'moldavie', 'integration', 'renforcement', 'flanc']
1837;1837;0;0.3826;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['proces', 'contre', 'mercenaire', 'britannique', 'marocain', 'combattant', 'commence', 'donetsk', 'silence', 'occident', 'casse', 'discours', 'impose', 'liberation', 'nationale', 'ukrainien', 'presque', 'patriotique', 'contre', 'mechante']
1838;1838;3;0.463;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['chaque', 'jour', 'enfant', 'meurent', 'ete', 'deplaces', 'jamais', 'depuis', 'nde', 'mondiale', 'vu', 'europe', 'telles', 'consequences', 'enfant', 'blessure', 'comme', 'jamais', 'vu', 'enfant', 'standwithukraine', 'saveukraine']
1839;1839;3;0.2952;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['certain', 'media', 'occidental', 'commencent', 'reconnaitre', 'ampleur', 'erreur', 'commises', 'face']
1840;1840;2;0.3268;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['hier', 'anne', 'hidalgo', 'meeting', 'lamiaela', 'arrondissement', 'pari', 'engagee', 'fermement', 'cote', 'ukrainien', 'signant', 'charte', 'soutien', 'proposee', 'tous', 'candidat', 'ukrainestand', 'legislative', 'legislatives', 'circo']
1841;1841;1;0.3065;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['france', 'pari', 'covid', 'billgatesbioterrorist', 'macron', 'media', 'donneront', 'type', 'information', 'alors', 'fais', 'place']
1842;1842;0;0.3406;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['meme', 'temps', 'regime', 'kiev', 'fait', 'tout', 'possible', 'bloquer', 'exportation', 'cereales', 'ukrainien', 'afin', 'pouvoir', 'ensuite', 'accuser', 'bloque', 'navire', 'etrangers', 'provenant', 'pays']
1843;1843;0;0.3039;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['propos', 'macron', 'contient', 'chose', 'inutiles', 'auxquelles', 'pouvons', 'repondre', 'cause', 'regles', 'temps', 'parole', 'exemple', 'dit', 'tout', 'monde', 'france', 'denonce', 'invasion', 'nupes']
1844;1844;3;0.3204;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['deux', 'britannique', 'marocain', 'fait', 'prisonnier', 'combattaient', 'kiev', 'ete', 'condamnes', 'mort', 'mercenariat', 'justice', 'autorites', 'separatistes', 'donetsk', 'annonce', 'agence', 'presse', 'russe']
1845;1845;0;0.4294;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['comparaison', 'deraison', 'faut', 'occulter', 'histoire', 'bataillon', 'azov', 'oser', 'comparer', 'resistance', 'regiment', 'ukrainien', 'bravoure', 'resistants', 'contre', 'hitler', 'comme', 'fait', 'bhl', 'jdd', 'rappel', 'historique', 'vivelefeu']
1846;1846;3;0.3335;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['ag', 'icorn', 'org', 'nom', 'anne', 'hidalgo', 'rappele', 'quel', 'point', 'pari', 'toujours', 'ete', 'ville', 'refuge', 'contre', 'montre', 'parisien', 'etions', 'capables', 'depasser', 'accueillir', 'dignement', 'refugies', 'ukrainien', 'icorn', 'gdansk']
1847;1847;3;0.3841;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['apres', 'azovstahl', 'mariopol', 'rebelote', 'usine', 'azot', 'severodonetsk', 'environ', 'civil', 'otage', 'force', 'ukrainien', 'rapporte', 'agence', 'france', 'presse', 'citant', 'avocat', 'proprietaire', 'entreprise', 'zelensky', 'poutine', 'kiev', 'azov']
1848;1848;1;0.27;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['frederic', 'leclerc', 'imhoff', 'journaliste', 'an', 'ete', 'tue', 'paye', 'vie', 'quete', 'information', 'fiable', 'honnete', 'independante', 'vitale', 'democraties', 'nombreux', 'rendre', 'hommage', 'republique', 'pari', 'juin', 'standwithukraine']
1849;1849;0;0.4426;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['petit', 'rappel', 'ceux', 'disent', 'defend', 'democratie', 'plus', 'grand', 'parti', 'opposition', 'zelensky', 'vient', 'etre', 'purement', 'amp', 'simplement', 'interdit', 'bien', 'parti', 'vont', 'etre', 'confisques', 'etat', 'president', 'deja', 'prison']
1850;1850;3;0.2769;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['soir', 'autoportrait', 'marie', 'bashkirtseff', 'vu', 'matin', 'musee', 'beau', 'art', 'nice', 'grand', 'peintre', 'ukrainien', 'mort', 'an', 'fin', 'xixe', 'temps', 'si', 'lumineuse', 'beaucoup', 'tableau', 'dnipro', 'pourvu', 'musees', 'epargnes']
1851;1851;3;0.3336;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['rdc', 'congo', 'fin', 'mot', 'deux', 'congolais', 'rang', 'separatistes', 'observateur', 'polinetchoubar']
1852;1852;0;0.3827;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['president', 'senegal', 'union', 'africain', 'macky', 'sall', 'macky', 'sall', 'va', 'rencontrer', 'president', 'allons', 'organiser', 'plus', 'rapidement', 'entretien', 'entre', 'president', 'zelenskiy', 'leader', 'africain', 'invite', 'irons', 'kiev']
1853;1853;0;0.2825;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['danyl', 'ukrainien', 'an', 'ampute', 'pied', 'main', 'soigne', 'centre', 'medical', 'ouest', 'pays', 'debut', 'mar', 'fait', 'prisonnier', 'captivite', 'terrifiante', 'raconte', 'immense', 'recul']
1854;1854;0;0.281;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['faut', 'savoir', 'jour']
1855;1855;0;0.3896;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['excellente', 'analyse', 'general', 'jean', 'bernard', 'pinatel', 'rien', 'voir', 'strateges', 'salon', 'prets', 'sacrifier', 'peuple', 'ukrainien', 'infliger', 'defaite', 'militaire']
1856;1856;0;0.2824;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['syrie', 'ecerveles', 'daesh', 'carburaient', 'captagon', 'decouvre', 'acupan', 'antalgique', 'puissant', 'made', 'in', 'france', 'combattant', 'milice', 'consommaient', 'sinon', 'si', 'desirez', 'entendre', 'zelensky', 'prendre', 'plein', 'dent', 'ici']
1857;1857;0;0.2885;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['milicien', 'ukrainien', 'cherchent', 'reduire', 'terre', 'donbass', 'cendre', 'rendre', 'invivables', 'pratiquant', 'politique', 'terre', 'brulee', 'non', 'seulement', 'ville', 'village', 'donbass', 'aussi', 'foret', 'region']
1858;1858;0;0.3675;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['apparait', 'clairement', 'usa', 'ue', 'apportent', 'minimum', 'aide', 'militaire', 'permettre', 'ukr', 'battre', 'energie', 'desespoir', 'sans', 'avantage', 'decisif', 'europeens', 'fra', 'all', 'puissent', 'dire', 'bon', 'compte', 'posteriori', 'fait', 'tout', 'pouvaient']
1859;1859;0;0.3005;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['unesco', 'fr', 'lance', 'dispositif', 'dedie', 'artiste', 'ukrainien', 'fuir', 'pays', 'raison', 'permettra', 'etre', 'prise', 'charge', 'institution', 'culturelle', 'pays', 'elles', 'trouve', 'refuge']
1860;1860;0;0.3915;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['lfi', 'refuse', 'co', 'signer', 'resolution', 'frontiere', 'comme', 'rn', 'abstient', 'celle', 'condamnant', 'peine', 'mort', 'iran', 'resolution', 'denoncant', 'groupe', 'wagner', 'repression', 'hongkong', 'comment', 'peut', 'soutenir', 'nupes', 'legislatives']
1861;1861;0;0.3406;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['volodymyr', 'zelensky', 'declare', 'soldat', 'resistaient', 'severodonetsk', 'intenses', 'combat', 'poursuivent', 'contre', 'troupe', 'russe', 'situation', 'evolue', 'heure', 'heure', 'ville', 'strategique', 'souligne', 'envoyee', 'speciale', 'pauline']
1862;1862;2;0.2821;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['deskrussie', 'paru', 'comme', 'toujours', 'large', 'place', 'accordee', 'contre', 'soutien', 'reste', 'scandaleusement', 'insuffisant', 'aussi', 'resistance', 'belarus', 'journal', 'prison', 'navalny', 'orthodoxie', 'politique']
1863;1863;2;0.248;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['edito', 'ble', 'edito', 'hebdomadaire', 'ligne', 'site', 'dilem', 'ali', 'algerie', 'amp', 'chappatte', 'suisse', 'temps']
1864;1864;3;0.3449;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['info', 'france', 'plus', 'homme', 'eurofor', 'force', 'secrete', 'otan', 'jour', 'debarque', 'territoire', 'francais', 'base', 'differentes', 'depuis', 'prepare', 'quelque', 'chose', 'nato', 'otan', 'invasion', 'onu']
1865;1865;3;0.3744;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['france', 'remis', 'detonateurs', 'sans', 'contact', 'projectile', 'caesar', 'mesurent', 'radar', 'distance', 'sol', 'explosent', 'hauteur', 'donnee', 'pluie', 'eclats', 'obus', 'ideales', 'detruire', 'infanterie', 'particulier', 'tranchees', 'ukrainewillwin']
1866;1866;0;0.3897;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ciel', 'serpoukhov', 'pres', 'moscou', 'ecrit', 'aime', 'dessine', 'coeur', 'geant', 'veille', 'juin', 'journee', 'equipe', 'voltige', 'first', 'flight', 'decide', 'feliciter', 'compatriote', 'zelensky', 'poutine']
1867;1867;0;0.3674;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['france', 'restera', 'mobilisee', 'repondre', 'besoin', 'compris', 'arme', 'lourde', 'rassure', 'president', 'macron', 'homologue', 'ukrainien', 'zelensky', 'lors', 'entretien', 'telephonique']
1868;1868;0;0.3773;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['flash', 'emmanuel', 'macron', 'pourrait', 'rendre', 'kiev', 'mercredi', 'prochain', 'apres', 'deplacement', 'roumanie', 'rencontrer', 'president', 'zelensky', 'parisien']
1869;1869;4;0.6352;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['point', 'situation', 'retrouvez', 'toutes', 'information', 'mieux', 'comprendre', 'enjeu', 'crise', 'notredefense', 'seblecornu', 'gouvernementfr', 'etatmajorfr', 'francediplo', 'armeedeterre', 'armee', 'lair', 'marinenationale']
1870;1870;3;0.3633;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['alerte', 'info', 'emmanuel', 'macron', 'rendra', 'roumanie', 'moldavie', 'mardi', 'mercredi', 'prochain', 'gt']
1871;1871;3;0.2808;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['elysee', 'jour', 'poursuivons', 'ligne', 'soutien', 'clair', 'engage', 'robuste', 'souhaitons', 'victoire', 'integrite', 'territoriale', 'respectee', 'victoire', 'entrainerait', 'desorganisation', 'tres', 'grave', 'ordre', 'international']
1872;1872;3;0.3132;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['france', 'prete', 'participer', 'operation', 'debloquer', 'port', 'odessa']
1873;1873;3;0.3334;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['france', 'livre', 'obus', 'proximite', 'caesar', 'equipes', 'radar', 'permettant', 'mesurer', 'distance', 'sol', 'afin', 'exploser', 'altitude', 'predeterminee', 'ameliorant', 'efficacite', 'certaines', 'cible']
1874;1874;0;0.2958;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['chers', 'ami', 'chers', 'ennemi', 'rendez', 'live', 'page', 'facebook', 'hesitez', 'reagir', 'commenter', 'poser', 'question', 'chat', 'programme', 'nupes', 'stadedefrance', 'squatteur', 'ue', 'erdogan', 'tout', 'suite']
1875;1875;1;0.3223;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['rassemblement', 'pari', 'memoire', 'journaliste', 'francais', 'mort', 'frederic', 'leclerc', 'imhoff']
1876;1876;1;0.2922;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['hommage', 'frederic', 'leclerc', 'imhoff', 'place', 'republique', 'rsf', 'equipes', 'bfmtv', 'tant', 'confreres', 'tant', 'redactions', 'libertedelapresse']
